crock,"noun:An earthenware vessel.","What a crock is accurate – but only when describe this stupid and trite response on your part."
crockery,"noun:Earthenware.","If you look up the word crockery the definition reads; China dishes or Earthenware vessels collectively, another returns, tableware (eating and serving dishes) collectively."
crone,"noun:An ugly, withered old woman; a hag.","Kathy found Web sites that claim the title crone hasn't always been derogatory; in pre-Christian times, old women were particularly important members of the community."
crony,"noun:A longtime close friend or companion.","That's why the term crony capitalism is increasingly used."
cronyism,"noun:Favoritism shown to old friends without regard for their qualifications, as in political appointments to office.","Hutchison has laid out a detailed government reform proposal aimed at ending what she describes as cronyism in Austin."
croon,"verb-intransitive:To hum or sing softly.","Morrissey's heartsick legato croon is reassigned to four women and two men, who deliver anything from keening, primal unaccompanied wails to swing-era harmonies."
cross,"noun:An upright post with a transverse piece near the top, on which condemned persons were executed in ancient times.","Edinboro will recognize Watts on Nov. 1 for 40 years of services as the Fighting Scots 'cross country and track and field coach with a banquet that will culminate in the official naming of the cross country course to the Doug Watts Cross Country Course."
crossbreed,"verb-transitive:To produce (an organism) by the mating of individuals of different breeds, varieties, or species; hybridize.","Franzone said pushing the auction back is causing other aspects of Maryland's racing industry to be put on hold - namely a crossbreed simulcast agreement between the thoroughbred industry and the Standardbred industry that would allow tracks on both sides to take bets on the other's races."
crotchety,"adjective:Capriciously stubborn or eccentric; perverse.","It's what I call a crotchety conscience -- always in the way of your doing anything like anybody else."
crouch,"verb-intransitive:To stoop, especially with the knees bent:  crouched over the grate, searching for his keys.","Refusing to call them on their bullshit, to hector them at every turn, to refute them at every opportunity, and to emerge from that defensive crouch is a sign of weakness that can be done without. cyates Says:"
crow,"noun:Any of several large glossy black birds of the genus Corvus, having a characteristic raucous call, especially C. brachyrhynchos of North America.","""They're having what they call a crow caucus,"" explained Jack."
crown,"noun:An ornamental circlet or head covering, often made of precious metal set with jewels and worn as a symbol of sovereignty.","II, with a crown, and so arranged it that the powerful electrical force might be stored in the _crown_."
crucial,"adjective:Extremely significant or important:  a crucial problem.","Averroes has, unlike Avicenna, made the way something is picked out by the term crucial in determining what kind of modal proposition is produced."
crude,"adjective:Being in an unrefined or natural state; raw.","Normally, crude is shipped to Far East in 50 days but when the Med Stream is completed it would take 19 days to transport crude from the Red Sea."
crumble,"verb-transitive:To break into small fragments or particles.","I repeat that I do not think that Hitler, when he gets the oil, will be victorious, because Germany will crumble from the inside, but I think they will try everything before they absolutely crash."
crush,"verb-transitive:To press between opposing bodies so as to break or injure.","What they would be expecting then is what they call crush injuries, and that could be broken bones, anything that happens by people being buried underneath rubble: kidney failure, dehydration and the like."
crust,"noun:The hard outer portion or surface area of bread.","_the level in the crust at which the rocks are softened is nearer to the surface in the geosynclines than it is elsewhere in the normal crust_ (Pl. XV, p. 118)."
crustacean,"noun:Any of various predominantly aquatic arthropods of the class Crustacea, including lobsters, crabs, shrimps, and barnacles, characteristically having a segmented body, a chitinous exoskeleton, and paired, jointed limbs.","Okay, it's sorta cute to have ""Lobsters"" and ""Crabs"" on the door at Joe's Crab Shack, but which crustacean is more masculine?"
crutch,"noun:A staff or support used by the physically injured or disabled as an aid in walking, usually designed to fit under the armpit and often used in pairs.","Gutter crutch (arthritis crutch) For children who, due to elbow pain or stiffness, cannot use straight-arm crutches."
crux,"noun:The basic, central, or critical point or feature:  the crux of the matter; the crux of an argument.","Nor does the Latin word crux automatically refer to a cross while patibulum refer to the cross-beam."
crypt,"noun:An underground vault or chamber, especially one beneath a church that is used as a burial place.","The term crypt is sometimes used to signify the lower story of a two-storied building, e.g. the lower chapel of the"
cryptic,"adjective:Having hidden meaning; mystifying. See Synonyms at ambiguous.","My Mesdames communicated with each other in cryptic ways, but after all my years in their company I was privy to their keys."
cubicle,"noun:A small compartment, as for work or study.","Is this going to lead to more of what you call the cubicle warriors or the armchair warriors?"
cue,"noun:Games   A long tapered rod with a leather tip used to strike the cue ball in billiards and pool.","ANGRY BROOMSTICK yeah the title cue is amazing and dark, but that's the whole point of the story."
cuisine,"noun:A characteristic manner or style of preparing food:  Spanish cuisine.","Many human beings are under the deplorable mistake of supposing we live on slimy water and dirty insects – ha, ha, ha! whereas our cuisine is astounding in variety and delicacy of material and flavour."
culinary,"adjective:Of or relating to a kitchen or to cookery.","She had passed through what she termed a culinary inferno."
cull,"verb-transitive:To pick out from others; select.","In order to get a return on our investment, Treasury must follow a plan I called cull and capitalize."
culminate,"verb-intransitive:To reach the highest point or degree; climax:  habitual antagonism that culminated in open hostility.","""What this will do - and I hate to use the word culminate - but this will culminate in a strategic plan and then go into an implementation phase."
culmination,"noun:The attainment of the highest point of altitude reached by a heavenly body; passage across the meridian; transit.","This was truer than Judis realized, for he seemed not quite to grasp that a culmination is the reaching of the highest point."
culpable,"adjective:Deserving of blame or censure as being wrong, evil, improper, or injurious. See Synonyms at blameworthy.","She was reduced to the last degree of poverty; her friends held themselves aloof, disgusted at what they termed her culpable weakness; she and her children suffered from cold and hunger; and during her subsequent illness she and they must have starved and frozen but for the public charities, that would not let anyone in our midst perish from want of necessary food and fuel."
culprit,"noun:One charged with an offense or crime.","The main culprit is the famous Crow's Nest Pass. rate agreement which has kept grain freight rates at the same level since 1897."
cultivated,"adjective:Of, relating to, or produced in cultivation:  a cultivated plant.","_Every farmer should post every foot of his lands, cultivated and not cultivated_."
culvert,"noun:A sewer or drain crossing under a road or embankment.","Worse, a metal snag in culvert had broken one of the straps."
cumbersome,"adjective:Difficult to handle because of weight or bulk. See Synonyms at heavy.","In contrast to all of this, Canada's approach to government intervention appears cumbersome, is reactive and apologetic, and in the end our methods are simply obsolete."
cumulative,"adjective:Increasing or enlarging by successive addition.","At the core of Frey's thoughts on the subject is what he calls the cumulative law of information value."
cunning,"adjective:Marked by or given to artful subtlety and deceptiveness.","""Oh, the cunning, _cunning_ thing!"" cried Gladys, her eyes flashing radiantly."
cupidity,"noun:Excessive desire, especially for wealth; covetousness or avarice.","To suggest, as your comment seems to, that ALL opposition to the stimulus bill must be based upon Republican cupidity is simply silly but typical of the hysteria being used to sell this ill considered and destructive indulgence. zyxw Says:"
curator,"noun:One who manages or oversees, as the administrative director of a museum collection or a library.","But don't the size fool you; here exists a direct correlation between scale and, yes, piety as befits the derivations of the word curator: late Middle English noun, an ecclesiastical pastor, or, more appropriate here, the Latin verb, ""to cure""."
curb,"noun:A concrete border or row of joined stones forming part of a gutter along the edge of a street.","Roger went and got what he called a curb-bit, and almost in"
curfew,"noun:A regulation requiring certain or all people to leave the streets or be at home at a prescribed hour.","In the old days, I saw troops trying to warn residents of an impending curfew, unaware that their interpreter was just making small talk because he didn't know what the English word ""curfew"" meant until he asked me."
curmudgeon,"noun:An ill-tempered person full of resentment and stubborn notions.","Hawkowl, I would gladly accede to the label curmudgeon, but I'll never be a snarkling, and I don't do groveling."
curriculum,"noun:All the courses of study offered by an educational institution.","The best of all this human experience we have collected in what we call a curriculum, and placed it before the child for him to master, as the generations before him have mastered it in their common lives."
cursive,"adjective:Having the successive letters joined together:  cursive writing; a cursive style of type.","Its cover, on which the winsome title flows in cursive across the pale chest of a red-lipped woman, was presumably deemed female-friendly, though it only made me want to hide the book on the bus."
cursory,"adjective:Performed with haste and scant attention to detail:  a cursory glance at the headlines.","Indeed, most of the instances of the term a cursory Google search of whitehouse. gov uncovers come in questions from the media"
curt,"adjective:Rudely brief or abrupt, as in speech or manner. See Synonyms at gruff.","Loder talked continuously, sometimes in short, curt sentences, sometimes with ironic touches of humor; he talked until"
curtail,"verb-transitive:To cut short or reduce. See Synonyms at shorten.","A poor African, behind the pulpit, who perhaps had seen pictures of the devil with a long tail and hoofs, misapprehended the meaning of the word curtail, and responded, ""Amen! may it be cut right, smack, smooth, short off."""
cyclone,"noun:Meteorology   An atmospheric system characterized by the rapid inward circulation of air masses about a low-pressure center, usually accompanied by stormy, often destructive weather. Cyclones circulate counterclockwise in the Northern Hemisphere and clockwise in the Southern Hemisphere.","Another major tropical cyclone, the 1970 Bangladesh cyclone¢’¬?"
cynic,"noun:A person who believes all people are motivated by selfishness.","The root of the word ""cynic"" is the same as the Greek word for ""dog,"" and some scholars say the Cynics got their name because they barked at society."
cynical,"adjective:Believing or showing the belief that people are motivated chiefly by base or selfish concerns; skeptical of the motives of others:  a cynical dismissal of the politician's promise to reform the campaign finance system.","Though Mesa admires the democratic principles on which the U.S. was founded, he opposes what he terms the cynical lack of application of those values, including the denial of due process to Guantanamo detainees under former President Bush."
cynicism,"noun:An attitude of scornful or jaded negativity, especially a general distrust of the integrity or professed motives of others:  the public cynicism aroused by governmental scandals.","In the spirit of Barack Obama, he warned them that cynicism is the enemy, “cynicism�? being the code word du jour for any skepticism about liberal proposals to perfect mankind under the tutelage of a benevolent government."
cynosure,"noun:An object that serves as a focal point of attention and admiration.","His brisk What Happens Next recounts the history of American screenwriting from the silents to 2005, but its cynosure is the studio era, a period he writes about with romanticism and passion."
dabble,"verb-transitive:To splash or spatter with or as if with a liquid: ""The moon hung over the harbor dabbling the waves with gold�?  ( Katherine Mansfield).","The previous Transporter films have had Martin dabble with romance before (once with Asian actress Shu Qi and a brief flirtation in the last film with Amber Valetta)."
daft,"adjective:Mad; crazy.","How daft is this thing going to get before even the wackiest of the wacky get migraines or something and for the love of Pete, just mercifully let all the twaddle go??"
daguerreotype,"noun:An early photographic process with the image made on a light-sensitive silver-coated metallic plate.","""The daguerreotype is the perfect medium for what I am trying to capture,"" said Mr. Fuss, standing next to a photograph of a child's toy rabbit, ""because it is a mirror and a photograph at the same time, the mirror being the present and the photograph being the past – simultaneous memory, the past and the present at the same time."""
dainty,"adjective:Delicately beautiful or charming; exquisite: ""No dainty rhymes or sentimental love verses for you, terrible year�?  ( Walt Whitman).","Though he does not succeed in the delineation of the great and grand passions of our nature, he is very successful in the sphere of its humane and tender sentiments; and though open to criticism for the jaunty audacity with which he coins dainty sweetnesses of expression rejected by all dictionaries, and for an occasional pertness in asserting opinions of doubtful truth, he is so lovable a creature that we pardon his literary foibles as we would pardon the personal foibles of a charming companion and friend."
dais,"noun:A raised platform, as in a lecture hall, for speakers or honored guests.","Â Do you think the placement of this dais is a coincidence?"
dally,"verb-intransitive:To play amorously; flirt: ""Sylvester dallied about Lena until he began to make mistakes in his work�?  ( Willa Cather).  See Synonyms at flirt.","Alan DershowitzNever one to dally, the professor published early, in February."
damn,"verb-transitive:To pronounce an adverse judgment upon. See Synonyms at condemn.","And I'm still damn stressed cuz in 2 weeks 'time will be our science practical mid-year paper, and in 1 month's time will be our mid-year paper damn"
damp,"adjective:Slightly wet. See Synonyms at wet.","“And, besides, if we had put the old lady into a skiff, with her weight (sixteen stone if she’s a pound), we might have had her upside down in the water half her time, which would have occasioned delay, and thrown what you call a damp on the proceedings."
damper,"noun:One that deadens, restrains, or depresses:  Rain put a damper on our picnic plans.","Either way, their predicament could put a long-term damper on the consumer spending that typically drives U.S. growth."
dandy,"noun:A man who affects extreme elegance in clothes and manners; a fop.","Say, that's a dandy pin you've got on, simply _dandy_!"
dank,"adjective:Disagreeably damp or humid. See Synonyms at wet.","But the compound subject is really equivalent to ""the willow with its osiers dank,"" osiers being water-willows or their branches. ~dank~, damp: comp."
dapper,"adjective:Neatly dressed; trim.","Yes. sylpheed-claws in dapper is broken (IMAPS doesn't work)."
dappled,"adjective:Spotted; mottled.","Behind us, fair, light-smitten hills in dappled splendor lie,"
daredevil,"noun:One who is recklessly bold.","I nuture my crazy bone regularly in daredevil ways for my 40 years."
dart,"noun:A slender, pointed missile, often having tail fins, thrown by hand, shot from a blowgun, or expelled by an exploding bomb.","We have now what we call dart teams from USAID, which are beginning to go into Kosovo to assess the immediate humanitarian needs, so that for this first conference we'll have some sense of the scope of what's required."
dastard,"noun:A sneaking, malicious coward.","“Let not thy mind be overmuch crossed by unwise men at thronged meetings of folk; for oft these speak worse than they wot of; lest thou be called a dastard, and art minded to think that thou art even as is said; slay such an one on another day, and so reward his ugly talk."
daub,"verb-transitive:To cover or smear with a soft adhesive substance such as plaster, grease, or mud.","I'd what you call daub the seams of the sheetrock and paint some."
daunt,"verb-transitive:To abate the courage of; discourage. See Synonyms at dismay.","The album is a bizarre mix of self-aggrandizement and humble pleas for a better world-a contradiction that might daunt a lesser act, but Hammer keeps right on pitching."
dauntless,"adjective:Incapable of being intimidated or discouraged; fearless. See Synonyms at brave.","""Their horses are also tired, and we may beat them yet,"" called the dauntless Masouda."
dawdle,"verb-intransitive:To take more time than necessary:  dawdled through breakfast.","Recently, I made a little journal to try out what I thought would be the ""dawdle"" of bookbinding in danish: ""bogbinderi"" and have started filling it in."
dawdler,"noun:a person who dawdles or idles","To be a dawdler is a tough job, but somebody has to do it."
daze,"verb-transitive:To stun, as with a heavy blow or shock; stupefy.","So strange was she, so in daze and amaze and far-seeing were her eyes, that I was reminded of the lepers I had seen healed in Samaria."
dazzle,"verb-transitive:To dim the vision of, especially to blind with intense light.","Going on their air on a regular basis and lending your name and reputation to their ideological razzle-dazzle is like agreeing to be the regular kulak guest columnist at Pravda in 1929."
deactivate,"verb-transitive:To render inactive or ineffective.","The only Islam we can be comfortable with is one that places the stress on personal spiritual development, that explicitly accepts our democracy and our laws, and which places Islamic ideology in a historical context, so as to ""deactivate"" it. elixelx"
deaden,"verb-transitive:To render less intense, sensitive, or vigorous:  a medication to deaden the pain; wall tiles that deaden the sound from the rehearsal studio.","Jokes aside, this 100 minute thing made us realize that spreading the story over several months would kind of deaden the impact of the timeframe device, not to mention starting the war a month after #0."
deadlock,"noun:A standstill resulting from the opposition of two unrelenting forces or factions.","Talks between New Zealand's prime minister and Hollywood executives over the future of the Hobbit films ended in deadlock earlier today."
deadpan,"noun:A blank, expressionless face.","Otherwise, if they just do what I call a deadpan interpretation, you miss the emphasis and you miss the real importance of what your Russian counterpart is saying."
dearth,"noun:A scarce supply; a lack: ""the dearth of uncensored, firsthand information about the war�?  ( Richard Zoglin).","Amid a certain dearth of materials of a private kind, I do congratulate myself on having been able to use the packet of letters docketed by Sir Harry, ""John Bell's and Charlie Beckwith's Letters."""
debacle,"noun:A sudden, disastrous collapse, downfall, or defeat; a rout.","Some experts predict that the only way out of the debacle is a huge settlement in which home-loan servicers modify the terms of billions of dollars of mortgages."
debar,"verb-transitive:To exclude or shut out; bar.","Israelites with a profound reverence for holy things; and nothing was more suited to this purpose than to debar from the tabernacle all who were polluted by any kind of uncleanness, ceremonial as well as natural, mental as well as physical."
debark,"verb-transitive:To unload, as from a ship or an airplane.","It's spring training -- that hope-ful time of year when Major League Baseball teams debark to warm climates to prepare for the upcoming season."
debase,"verb-transitive:To lower in character, quality, or value; degrade. See Synonyms at adulterate, corrupt, degrade.","But now I fain debase myself to all who rail at thee:"
debauch,"verb-transitive:To corrupt morally.","“Shall�? is a mandatory verb — implying that the man really intended to both seduce and debauch from the beginning."
debilitate,"verb-transitive:To sap the strength or energy of; enervate.","Analysts say Sharon is pursuing a three-pronged strategy: erode the militants 'infrastructure, debilitate the Palestinian Authority and force Arafat to make peace with Israel on Sharon's own tough terms."
debonair,"adjective:Suave; urbane.","The term debonair was indeed coined for Powell, and Lombard makes for an adorable ditz."
debris,"noun:The scattered remains of something broken or destroyed; rubble or wreckage.","Instead, he found Moreland inside, apparently dead, half-buried in debris from a direct bomb hit on the operations center."
debunk,"verb-transitive:To expose or ridicule the falseness, sham, or exaggerated claims of:  debunk a supposed miracle drug.","And in the 20th century, we shortened that to bunk, and in the 1920s, someone came up with the term debunk as an antidote to bunk."
debut,"noun:A first public appearance, as of a performer.","Kristian Stanfill will join the sixstepsrecords family, releasing his label debut, 'Attention', in April after completing a three-month-long stint on Student Life's 2009 spring tour."
debutante,"noun:A young woman making a formal debut into society.","A British diplomat was more cynical; Wilson, he said, was drawn to Paris ""as a debutante is entranced by the prospect of her first ball."""
decadence,"noun:A process, condition, or period of deterioration or decline, as in morals or art; decay.","Although I am loathe to use the word, the term decadence comes to mind."
decant,"verb-transitive:To pour off (wine, for example) without disturbing the sediment.","So even when I read an old series that is done, I leave some time between the books to ""decant"" so to speak."
decapitate,"verb-transitive:To cut off the head of; behead.","There's an intriguing story in today's Telegraph about how the Tories plan to ""decapitate"" - that is, target and win the seats of - certain Labour ministers come the next election."
decelerate,"verb-transitive:To decrease the velocity of.","In this eWeek podcast hosted by Mike Vizard, the vice president of technology for Blue Coat Systems, Dave Asbrey, explains how customers are saving thousands of dollars by using application acceleration technologies to ""decelerate"" the amount of bandwidth being made available to end users accessing Web 2.0 applications such as YouTube and Facebook on corporate networks."
decibel,"noun:A unit used to express relative difference in power or intensity, usually between two acoustic or electric signals, equal to ten times the common logarithm of the ratio of the two levels.","A decibel is a tenth-root-of-ten fold increase in power delivery. en Español"
deciduous,"adjective:Falling off or shed at a specific season or stage of growth:  deciduous antlers; deciduous leaves; deciduous teeth.","This endemic plant is located in deciduous woodlands in the eastern area."
decimate,"verb-transitive:To destroy or kill a large part of (a group).","I always flinch when I hear someone use the word decimate to mean ""wipe out,"" as in, ""The Sioux deci­mated Custer's men."""
decipher,"verb-transitive:To read or interpret (ambiguous, obscure, or illegible matter). See Synonyms at solve.","While our language columnist anxiously awaits her copy, she tries to decipher the Russian words for ""countrymen"" and ""townsmen"" into something usable."
declivity,"noun:A downward slope, as of a hill.","Sufetula was built one hundred and fifty miles to the south of Carthage: a gentle declivity is watered by a running stream, and shaded by a grove of juniper-trees; and, in the ruins of a triumpha arch, a portico, and three temples of the Corinthian order, curiosity may yet admire the magnificence of the Romans."
decode,"verb-transitive:To convert from code into plain text.","As 1080p decode is by far the most silicon-intensive thing any device will have to do, short of gaming or transcoding movies, any device that can do it can replace your computer for most purposes IF it can drive a bigger screen."
decomposition,"noun:The act or result of decomposing; disintegration.","_decomposition_ as a mere co-relative, _i. e._ as decomposition relatively to the body decomposed, but composition _actually_ and in respect of the substances, _into_ which it was decomposed."
decorous,"adjective:Characterized by or exhibiting decorum; proper:  decorous behavior.","Our definition of ""decorous"" is rather stodgy and inhibited compared to much of the rest of the civilized world."
decorum,"noun:Appropriateness of behavior or conduct; propriety: ""In the Ireland of the 1940's ... the stolidity of a long, empty, grave face was thought to be the height of decorum and profundity�?  ( John McGahern).","Is not the cant sometimes on the side of those who are so anxious for what they call decorum?"
decoy,"noun:A living or artificial bird or other animal used to entice game into a trap or within shooting range.","Decoy The Blackwater FUD, or ""fold-up decoy,"" is convenient for carrying on long hikes into woody swamps."
decree,"noun:An authoritative order having the force of law.","Original sin completely destroyed the freedom of will in fallen man; nevertheless, it is not the motive of the decretum horribile, as he himself calls the decree or reprobation."
decrepit,"adjective:Weakened, worn out, impaired, or broken down by old age, illness, or hard use. See Synonyms at weak.","Located in decrepit strip malls, strewn with broken glass outside, parents walked their toddlers into these small, overheated spaces."
decrepitude,"noun:The quality or condition of being weakened, worn out, impaired, or broken down by old age, illness, or hard use.","The most apropos description of this cycle of inherent decrepitude is perhaps the Yiddish word schlock, meaning something ""cheap, shoddy, or inferior."""
decry,"verb-transitive:To condemn openly.","The calls decry high gasoline prices, linking them to Democratic opposition to expanded oil exploration and gasoline-tax cuts."
dedication,"noun:The act of dedicating or the state of being dedicated.","In a moment here, we're going to meet a guy, a pizza delivery man who is giving newfound definition to the term dedication on his job."
deducible,"adjective:capable of being deduced","The attendance at church was, of course, set down to ""business considerations,"" and was held to be quite consistent with the scepticism and loose morality deducible from the French book and the unground coffee."
deface,"verb-transitive:To mar or spoil the appearance or surface of; disfigure.","It will be observed, that the word ""deface,"" employed in this statute, actually covers the marking of margins by any reader, all such marking constituting a defacement within the meaning of the law."
defalcate,"verb-intransitive:To misuse funds; embezzle.","Arab _Ar'ab_, not _arab_ arid _ar'id_ asphalt _asfalt_, not _fawlt_ bade _bad_ catch not _ketch_ defalcate _defal'kate_, not _fawl_ dilletante _dilletan'te_ forbade _forbad_ granary _granary_ program _pro'gram_, not _grum_ rapine _rap'in_ rational _rational_ sacrament _sacrament_"
defalcation,"noun:The act of cancelling part of a claim by deducting a smaller claim which the claimant owes to the defendant.","The terms defalcation, misappropriation, and other fiscal irregularities refer to, but are not limited to:"
defamation,"noun:The act of defaming; calumny.","His indignant countrymen actually caused him to be prosecuted in the native courts, on a charge nearly equivalent to what we term defamation of character; but the old fellow persisting in his assertion, and no invalidating proof being adduced, the plaintiffs were cast in the suit, and the cannibal reputation of the defendant firmly established."
defame,"verb-transitive:To damage the reputation, character, or good name of by slander or libel. See Synonyms at malign.","Those restrictions included jail for journalists who ""defame"" the president, government or army."
default,"noun:Failure to perform a task or fulfill an obligation, especially failure to meet a financial obligation:  in default on a loan.","Switching between modes toggles between the original assignments saved with the setting and the default assignments (taken from #default. pst setting-which is loaded on instantiation of Sculpture, if it exists)."
defeatist,"noun:someone who advocates defeatism, or has such an attitude","Did the Bush administration try to accommodate the Senators that had misgivings about the war, or were they called defeatist and traitors, and worst of all, wasn't a 30 year Marine Veteran branded a ""coward"" by a right wing female that never did anything for her country but bitch about the Democrats?"
defect,"noun:The lack of something necessary or desirable for completion or perfection; a deficiency:  a visual defect.","Skimping here could end up costing plenty if you discover a title defect after you own the property."
defection,"noun:an act or incidence of defecting","Her mentor handles what he calls her defection very poorly and they have not spoken to one another in six months."
defer,"verb-transitive:To put off; postpone.","To defer from the steven King inflection it should be referenced as a Viral of vampires."
deference,"noun:Submission or courteous yielding to the opinion, wishes, or judgment of another.","The first kind of deference is relatively uncontroversial, I suspect."
deferential,"adjective:Marked by or exhibiting deference.","The word deferential seems like a negative for me, as though she was telling me I was passive, too quiet or not as strong as other supervisors."
defiance,"noun:The act or an example of defying; bold resistance to an opposing force or authority.","She was angry at his approval of what she called my defiance of her father, and insisted that I was the catspaw of one of Heriot's plots to vex him."
deficiency,"noun:The quality or condition of being deficient; incompleteness or inadequacy.","It has been demonstrated that a blood protein deficiency is the cause of this inherited illness."
defile,"verb-transitive:To make filthy or dirty; pollute:  defile a river with sewage.","That reached, compensation for the ugly scenery we had to pass through began when we entered a beautiful mountain defile, about two hours from Damascus."
definitive,"adjective:Precisely defined or explicit.","WebcastrMoney Oil Prices Quiet to Start the Week: Front month crude prices were quiet this session http://goo. gl/fb/psBE (Video) blognew Oil prices slide, but market still seeks definitive directionPetroleum EconomistOil prices dip on n ... http://reduce. li/47s6bn #definitive"
deflect,"verb-transitive:To turn aside or cause to turn aside; bend or deviate.","To deflect from the fact that Bush is breaking the law again."
defoliate,"verb-transitive:To deprive (a plant, tree, or forest) of leaves.","Six months ago, Gary hired a goateed designer to ""defoliate"" the office,  trucking out all the ficus trees and spanish moss to make room for curved sheets of fiberglass and, as he called it, ""negative space."""
deforest,"verb-transitive:To cut down and clear away the trees or forests from.","In the Mexican highlands, butterfly lovers flock to the pine-scented winter home of millions of orange-and-black monarchs; but the pressure to deforest a little here and a little there-for tourist facilities -- keeps growing."
defraud,"verb-transitive:To take something from by fraud; swindle:  defrauded the immigrants by selling them worthless land deeds.","When used in such a manner the term defraud has a legal rather than a dictionary meaning, and the legal interpretation of fraud or defraud is applied to those acts which seek to obtain that which has monetary value and to do so in an manner deamed illegal."
defray,"verb-transitive:To undertake the payment of (costs or expenses); pay.","Is there anything people can do to kind of defray those costs?"
defrock,"verb-transitive:To strip of priestly privileges and functions.","A senior Catholic Church official has threatened controversy by saying that it would be safer not to ""defrock"" priests who had been convicted of sexually abusing children."
deft,"adjective:Quick and skillful; adroit. See Synonyms at dexterous.","Later comes a young greenkeeper carrying a very long, supple, tawny cane: he swishes it all over the circle of dewy grass in deft half-moons, sending up a shower of diamondy drops at every stroke."
defunct,"adjective:Having ceased to exist or live:  a defunct political organization.","Actor in defunct HDM series blames Pope for unemployment"
defuse,"verb-transitive:To remove the fuse from (an explosive device).","One expert who was a chemical weapons specialist with the U.S. government says malls in the U.S. and elsewhere are susceptible to what he calls a defuse threat."
defy,"verb-transitive:To oppose or resist with boldness and assurance:  defied the blockade by sailing straight through it.","Kichwapi colleague Enrique Conejo said some terms defy easy Quechua translation: ""The word inflation is a headache."""
degenerate,"adjective:Having declined, as in function or nature, from a former or original state:  a degenerate form of an ancient folk art.","I can think of no more potent objection to such inclusive use of the term degenerate, than the fact that Lombroso includes, under the signs of degeneration, the enormous development of the cerebral speech-area in the case of an accomplished orator."
degradation,"noun:The act or process of degrading.","Periodic protein degradation is an important general control mechanism of the cell cycle."
degrade,"verb-transitive:To reduce in grade, rank, or status; demote.","Marty Sader has accomplished that very feat as we watch him degrade from a healthy, caring human being to a rail-thin piece of filth rotting in the corner."
dehydrate,"verb-transitive:To remove water from; make anhydrous.","The instructors said things like ""Forty minutes, 40 ounces"" and ""Hydrate before you dehydrate."""
deify,"verb-transitive:To make a god of; raise to the condition of a god.","The story that accompanied the cover shoot did not ""deify"" the Palins or their choices, nor did it push any sort of policy."
deign,"verb-intransitive:To think it appropriate to one's dignity; condescend:  wouldn't deign to greet the servant who opened the door.  See Synonyms at stoop1.","Is the word deign used correctly here: Did the guy actually think he would deign that question with a response?"
deject,"verb-transitive:To lower the spirits of; dishearten.","Fortune may kill him but not deject him, nor make him fall into an humbler key than before, but he is now loftier than ever in his own defence; you shall hear him talk still after thousands, and he becomes it better than those that have it."
delete,"verb-transitive:To remove by striking out or canceling:  deleted some unnecessary words in the first draft.  See Synonyms at erase.","Note that you create a window using the new_ function and delete it using the delete_ function"
deleterious,"adjective:Having a harmful effect; injurious:  the deleterious effects of smoking.","While much of this is understandable, there needs to be some stepping back so that there are no long-term deleterious results from this contretemps."
deliberate,"adjective:Done with or marked by full consciousness of the nature and effects; intentional:  mistook the oversight for a deliberate insult.","LEHRER: Well, in my book I profiled some pilots and talk about how pilots learn to practice what they call deliberate calm, and the other thing that gets back to why they practice in flight simulators."
delicacy,"noun:The quality of being delicate.","""Motives of delicacy, my dear Emilie,"" said Mrs. Somers, softening her tone, but still with an air of dissatisfaction -- ""motives of delicacy, my dear Emilie, are mighty pretty sounding words; and at your age I used to think them mighty grand things; but I have long since found out that _motives of delicacy_ are usually the excuse of weak minds for not speaking the plain truth to their friends."
delineate,"verb-transitive:To draw or trace the outline of; sketch out.","The inability to see is an inability to ""delineate"": a persistent equation in the novel ( ""Over him hung a form which I cannot find words to describe,"" Walton says [152])."
delinquent,"adjective:Failing to do what law or duty requires.","They then print what they call delinquent books and balance those to make sure."
deliquesce,"verb-intransitive:To melt away.","In first place is ""I, Raptor"" by Brenda Levy Tate of Pen Shells; in second ""deliquesce"" by Lynze of Salt Dreams, and in third place, Susan B. McDonough's poem ""Double Vision"" workshopped at Blueline Poetry Forum."
delirium,"noun:A temporary state of mental confusion and fluctuating consciousness resulting from high fever, intoxication, shock, or other causes. It is characterized by anxiety, disorientation, hallucinations, delusions, and incoherent speech.","""This is what they call delirium, I guess,"" he muttered."
delta,"noun:The fourth letter of the Greek alphabet. See Table at alphabet.","Joining, what they call a delta formation, the final formation, and that's when the jet crashed and that crash caused damages to eight structures."
delude,"verb-transitive:To deceive the mind or judgment of:  fraudulent ads that delude consumers into sending in money.  See Synonyms at deceive.","African Union summit, Mugabe said opposition leader Morgan Tsvangirai should not ""delude"" himself into thinking the result of the June 27 poll could be expunged from the record books and should renounce his claims to the presidency."
deluge,"noun:A great flood.","_Apres moi le deluge -- apres ca le deluge_ -- it might even come to that this time, they were both so tired -- and he viewed the prospect as a man mortally hurt might view the gradual failing of sun and sky above him, with hopelessness complete as a cloud in that sky, but with heart and brain too beaten now to be surprised with either agony or fear."
delusion,"noun:The act or process of deluding.","Now the Democratic Speaker of the House, Nancy Pelosi, also lashed out, putting out a statement charging that she believes that President Bush has essentially enabled what she called the delusion that President Musharraf has had -- Wolf."
delusive,"adjective:Tending to delude.","France, by the perfidy of her leaders, has utterly disgraced the tone of lenient counsel in the cabinets of princes, and has taught kings to tremble at what will hereafter be called the delusive plausibilities of moral politicians."
